Diversified Fund,Balanced,VAN0108AU,9144,Vanguard Balanced Index Fund,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Highly Recommended,Open-End Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world.",The fund's strategic allocation reflects a 50% allocation to growth assets and a 50% allocation to income assets. The fund seeks to track the return of the various indices of the underlying funds in which it invests.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world. The fund's strategic allocation reflects a 50% allocation to growth assets and a 50% allocation to income assets. The fund seeks to track the return of the various indices of the underlying funds in which it invests. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-0.60,5.10,4.31,6.35,5.15,Not on APL,10/31/2011,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/9144,No,No,"500,000",0.29,,0.29,0.10,0.10,No,,No,,,,362,Z362,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Balanced,FSF0040AU,4714,CFS FC W- Select Balanced,Closed,5/7/2025,SOA,Neutral,3,Lonsec - Investment Grade,Open-End Fund,"First Sentier Investors (formerly Colonial First State Global Asset Management) is a global asset management group focused on providing high quality, long-term investment capabilities to clients.",The fund's broad asset allocation is to be 50% invested in growth assets and 50% in defensive assets. Derivatives may be used for risk management. The option may hedge some or all of its currency exposure.,This Fund is closed to new investors.,"First Sentier Investors (formerly Colonial First State Global Asset Management) is a global asset management group focused on providing high quality, long-term investment capabilities to clients. The fund's broad asset allocation is to be 50% invested in growth assets and 50% in defensive assets. Derivatives may be used for risk management. The option may hedge some or all of its currency exposure. This Fund is closed to new investors. ",-0.46,5.08,4.69,6.10,4.75,Approved,2/5/2025,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Macquarie Investment Manager;Macquarie Investment Accumulator;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Voyage Investment Service;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"BT Wrap, CFS (Encircle),",,No,Yes,"20,000",0.87,,0.87,0.15,0.15,No,,Yes,11/15/2024,,,363,Z363,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 1: Bloomberg AusBond Bank 0+Y TR AUD,,,,,,,Index,,,,,1.07,4.46,3.56,2.15,1.99,,,,,,,,,,,,,,No,,No,,,,364,Z364,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 2: Australia Fund Multisector Balanced,,,,,3.06,,Category Average,,,,,-0.28,4.81,4.76,7.22,4.63,,,,,,,,,,,,,,No,,No,,,,365,Z365,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,Z366,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Diversified Fund - Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,Z367,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,,DGGF,BetaShares Ethical Diversified Gr ETF,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Investment Grade,Exchange-Traded Fund,"BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market.",The fund will have a long-term average target exposure of 30% in defensive assets and 70% in growth assets.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market. The fund will have a long-term average target exposure of 30% in defensive assets and 70% in growth assets. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-2.83,2.42,6.47,8.73,,Not on APL,8/4/2021,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/DGGF,Yes,Yes,0,0.39,,0.39,,,No,,No,,,,368,Z368,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,FSF0559AU,11460,CFS FC W Pen-CFS Enhanced Index Bal,Approved,5/7/2025,SOA,Neutral,4,No Rating,Insurance Product Fund,"Colonial First State Investments Limited (CFS) is headquartered in Sydney. CFS product offerings include investment, superannuation and retirement products across a number of asset classes.",The Fund seeks to provide capital growth and income over the long term and to outperform the option's composite benchmark over rolling three-year periods before fees and taxes.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Colonial First State Investments Limited (CFS) is headquartered in Sydney. CFS product offerings include investment, superannuation and retirement products across a number of asset classes. The Fund seeks to provide capital growth and income over the long term and to outperform the option's composite benchmark over rolling three-year periods before fees and taxes. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-0.75,7.34,6.70,10.81,6.78,Not on APL,2/5/2025,,,https://arc2.morningstar.com.au/Fund/Profile/11460,No,Yes,"20,000",0.54,,0.73,0.10,0.10,No,,No,,,,369,Z369,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,FSF0830AU,13543,CFS FC W Pen-CFS Enhanced Index Growth,Approved,5/7/2025,SOA,Neutral,4,No Rating,Insurance Product Fund,"Colonial First State Investments Limited (CFS) is headquartered in Sydney. CFS product offerings include investment, superannuation and retirement products across a number of asset classes.",The Fund seeks to provide capital growth and income over the long term and to outperform the option's composite benchmark over rolling three-year periods before fees and taxes.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Colonial First State Investments Limited (CFS) is headquartered in Sydney. CFS product offerings include investment, superannuation and retirement products across a number of asset classes. The Fund seeks to provide capital growth and income over the long term and to outperform the option's composite benchmark over rolling three-year periods before fees and taxes. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-1.01,7.82,7.34,12.27,7.00,Not on APL,2/5/2025,,,https://arc2.morningstar.com.au/Fund/Profile/13543,No,Yes,"20,000",0.57,,0.76,0.10,0.10,No,,No,,,,370,Z370,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,DFA7518AU,43542,Dimensional Sustnby Wld Allc 70/30 Tr,Approved,5/7/2025,SOA,Gold,4,Lonsec - Recommended,Open-End Fund,Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors.,The Trust will gain some or all of its exposure by investing in other funds managed by the Dimensional Group that invest in equity and fixed interest securities. The Trust targets 70% exposure to equities and 30% exposure to fixed interest.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Dimensional Australia Limited (DFA Australia) is the Australian subsidiary of Dimensional fund Advisors (DFA). DFA has over $200 billion in funds under management and is primarily owned by employees and directors. The Trust will gain some or all of its exposure by investing in other funds managed by the Dimensional Group that invest in equity and fixed interest securities. The Trust targets 70% exposure to equities and 30% exposure to fixed interest. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-1.29,5.61,6.13,10.67,,Not on APL,12/11/2020,Macquarie Investment Manager;Macquarie Investment Accumulator;Macquarie Pension Consolidator II Elevat;BT Panorama;Macquarie Super Accumulator;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/43542,Yes,Yes,"25,000",0.41,,0.41,0.10,0.10,No,,No,,,,371,Z371,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,IOF0093AU,16288,MLC MultiActive Balanced,Approved,5/7/2025,SOA,Neutral,4,Lonsec - Recommended,Open-End Fund,"IOOF Holdings Limited is an Australian financial services company which offers a range of products and services including financial advice, superannuation, investment management and trustee services.",The trust generally gains its exposure to a diversified portfolio of investments through a mix of investment managers. The growth orientation of the trust means it has a greater exposure to growth assets with a moderate exposure to defensive assets.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. The fund is closed to new investors.","IOOF Holdings Limited is an Australian financial services company which offers a range of products and services including financial advice, superannuation, investment management and trustee services. The trust generally gains its exposure to a diversified portfolio of investments through a mix of investment managers. The growth orientation of the trust means it has a greater exposure to growth assets with a moderate exposure to defensive assets. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. The fund is closed to new investors. ",-1.16,4.89,5.88,8.63,6.93,Closed,5/7/2025,BT Investment Wrap;IOOF Pursuit Investment Select;OneVue Unified Managed Account;BT Panorama;Shadforth Portfolio Service - Investment;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Power Wrap Investment Account;Expand Extra Pension;Expand Extra Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Expand Essential Investment;Expand Extra Investment;Expand Essential Super;Expand Essential Pension;,"BT Wrap,",https://arc2.morningstar.com.au/Fund/Profile/16288,No,Yes,"25,000",0.86,,1.20,0.10,0.10,No,,No,,,,372,Z372,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,BEG8738AU,43081,Multi Asset Class B Balanced,Approved,5/7/2025,SOA,,3,No Rating,Open-End Fund,The underlying portfolio is invested via Blackrock’s large selection of passive and active investment strategies. Blackrock is a global fund manager established in 1988.,The Multi-Asset Class Balanced Strategy seeks to provide a diversified portfolio exposure in-line with Findex’s balanced strategic asset allocation.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","The underlying portfolio is invested via Blackrock’s large selection of passive and active investment strategies. Blackrock is a global fund manager established in 1988. The Multi-Asset Class Balanced Strategy seeks to provide a diversified portfolio exposure in-line with Findex’s balanced strategic asset allocation. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-0.69,5.76,6.15,7.98,,Not on APL,4/16/2018,BT Panorama;Asgard Employee Super Account;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Asgard eWrap;Asgard eWrap Investment;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43081,No,No,"1,000",0.83,,0.83,0.10,0.11,No,,No,,,,373,Z373,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,BEG7053AU,43082,Multi Asset Class C Growth,Approved,5/7/2025,SOA,,3,No Rating,Open-End Fund,The underlying portfolio is invested via Blackrock’s large selection of passive and active investment strategies. Blackrock is a global fund manager established in 1988.,The Multi-Asset Class Growth Strategy seeks to provide a diversified portfolio exposure in-line with Findex’s growth strategic asset allocation.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","The underlying portfolio is invested via Blackrock’s large selection of passive and active investment strategies. Blackrock is a global fund manager established in 1988. The Multi-Asset Class Growth Strategy seeks to provide a diversified portfolio exposure in-line with Findex’s growth strategic asset allocation. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-0.95,6.13,6.67,9.26,,Not on APL,4/16/2018,BT Panorama;Asgard Employee Super Account;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;Asgard eWrap;Asgard eWrap Investment;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43082,No,No,"1,000",0.89,,0.89,0.11,0.12,No,,No,,,,374,Z374,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,LEF0044AU,11083,Optimix WS-Balanced A,Approved,5/7/2025,SOA,,3,Lonsec - Recommended,Open-End Fund,"OnePath is one of Australia’s leading providers of wealth, insurance and advice solutions. OnePath offers a range of funds which invest in a mix of OptiMix and index-based investments.",The fund invests in a diversified portfolio of Australian and international assets through a mix of managers with a bias towards growth assets. The fund is actively managed in accordance with Optimix Manage the Managers investment process.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","OnePath is one of Australia’s leading providers of wealth, insurance and advice solutions. OnePath offers a range of funds which invest in a mix of OptiMix and index-based investments. The fund invests in a diversified portfolio of Australian and international assets through a mix of managers with a bias towards growth assets. The fund is actively managed in accordance with Optimix Manage the Managers investment process. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-1.37,4.28,5.43,8.88,5.38,Hold,2/5/2019,MLC Wrap Super Series 2 - Full Inv;MLC Wrap IDPS;MLC Navigator Super;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;Asgard Employee Super Account;Asgard eWrap;Asgard eWrap Investment;,,https://arc2.morningstar.com.au/Fund/Profile/11083,No,No,"50,000",0.97,,0.98,0.05,0.06,No,,No,,,,375,Z375,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,LEF0049AU,11088,Optimix WS-Growth A,Approved,5/7/2025,SOA,Neutral,2,Lonsec - Recommended,Open-End Fund,"OnePath is one of Australia’s leading providers of wealth, insurance and advice solutions. OnePath offers a range of funds which invest in a mix of OptiMix and index-based investments.",The fund invests in a diversified portfolio of Australian and international assets through a mix of managers; with a strong bias towards growth assets. The fund is actively managed in accordance with the Managers investment process.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","OnePath is one of Australia’s leading providers of wealth, insurance and advice solutions. OnePath offers a range of funds which invest in a mix of OptiMix and index-based investments. The fund invests in a diversified portfolio of Australian and international assets through a mix of managers; with a strong bias towards growth assets. The fund is actively managed in accordance with the Managers investment process. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",0.00,-0.36,4.45,9.49,5.59,Hold,2/5/2019,MLC Wrap Super Series 2 - Full Inv;MLC Wrap IDPS;MLC Navigator Super;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;HUB24 Invest Choice;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;,,https://arc2.morningstar.com.au/Fund/Profile/11088,No,Yes,"50,000",1.03,,1.05,0.07,0.07,No,,No,,,,376,Z376,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,PER0063AU,4756,Perpetual Balanced Growth,Approved,5/7/2025,SOA,Neutral,4,Lonsec - Highly Recommended,Open-End Fund,"Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust.","The Perpetual Wholesale Balanced Growth fund seeks to provide investors with long-term capital growth via an emphasis on local and global share investing. It also delivers half-yearly income distributions, part of which may be tax-effective.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust. The Perpetual Wholesale Balanced Growth fund seeks to provide investors with long-term capital growth via an emphasis on local and global share investing. It also delivers half-yearly income distributions, part of which may be tax-effective. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-0.12,2.25,4.85,9.14,5.92,Hold,2/5/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/4756,No,No,"25,000",1.08,,1.08,0.28,0.00,No,,No,,,,377,Z377,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,RIM0001AU,11183,Russell Balanced A,Approved,5/7/2025,SOA,Negative,3,Lonsec - Recommended,Open-End Fund,"Russell Investments is a specialist provider of superannuation, investment and account-based pension products.",The fund typically invests in a diversified portfolio mix with exposure to growth investments of around 70% and defensive investments of around 30%. Derivatives may be used to implement investment strategies.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Russell Investments is a specialist provider of superannuation, investment and account-based pension products. The fund typically invests in a diversified portfolio mix with exposure to growth investments of around 70% and defensive investments of around 30%. Derivatives may be used to implement investment strategies. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-1.20,4.29,4.82,8.94,5.30,Hold,2/5/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;Macquarie Pension Consolidator II Elevat;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/11183,No,Yes,0,0.87,,0.89,0.12,0.12,No,,No,,,,378,Z378,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,VAN0110AU,9145,Vanguard Growth Index,Approved,5/7/2025,SOA,Silver,4,Lonsec - Highly Recommended,Open-End Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world.",The fund's strategic allocation reflects a 70% allocation to growth assets and a 30% allocation to income assets. The fund seeks to track the return of the various indices of the underlying funds in which it invests.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world. The fund's strategic allocation reflects a 70% allocation to growth assets and a 30% allocation to income assets. The fund seeks to track the return of the various indices of the underlying funds in which it invests. We view this fund as a quality addition to your portfolio, providing investment grade exposure to diversified securities. ",-1.39,5.80,6.07,9.39,6.66,Hold,2/5/2019,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/9145,No,No,"500,000",0.29,,0.29,0.09,0.09,No,,No,,,,379,Z379,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Diversified Fund,Growth,BTA0221AU,8147,Mercer Multi-manager Bal Wholsl,Closed,5/7/2025,SOA,Neutral,3,Zenith - Recommended,Open-End Fund,BT funds Management is the investment manager of the fund. The investment team is responsible for the in depth analysis and monitoring of the fund.,"The fund seeks to invest in a diverse mix of assets with both income-producing assets of cash and fixed interest (around 30%), and growth assets including shares and property (around 70%).",This fund is closed to new and existing investors.,"BT funds Management is the investment manager of the fund. The investment team is responsible for the in depth analysis and monitoring of the fund. The fund seeks to invest in a diverse mix of assets with both income-producing assets of cash and fixed interest (around 30%), and growth assets including shares and property (around 70%). This fund is closed to new and existing investors. ",-1.52,4.83,5.46,9.21,5.98,Approved,11/6/2024,BT Investment Wrap;OneVue Unified Managed Account;BT Panorama;HUB24 Invest Choice;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;,"BT Wrap,",https://arc2.morningstar.com.au/Fund/Profile/8147,No,Yes,"500,000",0.79,,0.81,0.10,0.18,No,,Yes,3/4/2024,,,380,Z380,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 1: Bloomberg AusBond Bank 0+Y TR AUD,,,,,,,Index,,,,,1.07,4.46,3.56,2.15,1.99,,,,,,,,,,,,,,No,,No,,,,381,Z381,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 2: Australia Fund Multisector Growth,,,,,3.10,,Category Average,,,,,-1.06,4.68,5.42,8.95,5.55,,,,,,,,,,,,,,No,,No,,,,382,Z382,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,Z383,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Diversified Fund - Aggressive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,Z384,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
